135.000732,35.000740,29.80,977.50,40.50,-4.20,-2.60,80.22,7.80,-2.70,0.80,146,26.00,134,236,-0.50,"-1.50"
135.000748,35.000744,27.40,990.40,36.20,0.40,3.30,82.11,7.10,3.80,3.40,158,25.60,97,263,-0.60,"3.80"
135.000748,35.000751,25.50,1009.10,97.50,-4.80,3.10,84.22,7.40,-0.90,4.70,157,29.80,139,230,-2.20,"4.60"
135.000748,35.000755,26.20,974.90,78.00,-3.40,0.80,83.33,7.80,-4.60,-3.10,112,27.40,131,236,2.40,"2.50"
135.000763,35.000759,25.70,979.80,77.90,-2.50,3.40,84.44,8.40,0.30,-1.70,177,27.40,97,224,-0.70,"0.10"
135.000763,35.000767,28.10,989.80,12.50,-1.90,-4.50,84.22,7.30,-5.00,-4.70,143,28.50,105,253,1.90,"2.20"
135.000763,35.000771,29.50,978.00,44.30,-3.80,2.20,80.67,7.60,0.90,-3.30,123,25.10,137,245,3.70,"-1.40"
135.000778,35.000774,29.10,986.90,96.10,0.20,4.30,84.78,7.70,1.40,1.50,108,25.40,135,263,-1.50,"2.60"
135.000778,35.000778,28.00,980.40,32.70,0.50,-0.60,84.67,7.50,-0.30,2.40,173,25.90,96,223,-4.10,"-0.70"
135.000778,35.000786,28.20,995.80,57.70,-3.20,4.90,84.22,8.00,-1.60,1.40,160,28.90,110,254,-2.40,"-4.60"
135.000793,35.000790,27.80,993.10,75.00,-4.30,-2.90,83.56,8.00,-1.50,-1.30,191,27.90,112,261,4.70,"3.50"
135.000793,35.000793,25.00,1002.50,29.40,0.40,-4.20,82.67,7.00,-0.60,-0.30,114,28.70,110,256,-2.30,"3.90"
135.000793,35.000801,29.20,1005.90,65.20,-2.70,2.10,81.44,7.80,1.60,-1.80,191,29.80,138,236,-3.80,"-3.00"
135.000809,35.000805,25.60,989.30,46.70,3.70,3.40,82.00,7.10,-3.50,-2.40,170,25.30,95,241,4.20,"-1.10"
135.000809,35.000809,28.80,985.00,86.00,-3.70,0.00,81.56,7.90,3.70,-4.80,123,27.00,94,265,-1.80,"1.50"
135.000809,35.000816,29.80,984.00,2.00,3.40,3.10,81.67,8.00,3.70,-2.70,179,29.90,137,234,-3.80,"1.90"
135.000824,35.000820,27.70,1013.00,89.50,2.10,1.80,81.78,8.20,-1.30,-2.10,109,26.60,123,226,3.10,"-2.80"
135.000824,35.000824,29.30,982.30,92.00,3.50,4.70,84.78,7.50,4.00,3.00,139,26.60,122,220,1.80,"2.50"
135.000824,35.000832,28.50,997.80,73.10,-4.30,-3.70,81.78,7.50,-0.90,2.50,175,26.40,96,244,1.80,"3.40"
135.000839,35.000835,28.70,983.30,53.30,-3.60,1.60,82.33,8.30,-0.20,2.00,153,26.50,119,253,2.90,"2.70"
135.000839,35.000839,27.30,1013.50,44.30,0.80,-3.60,83.78,7.20,-2.30,-0.80,191,27.70,131,264,-3.90,"-1.80"
135.000839,35.000847,29.30,1008.00,14.10,4.20,-4.30,83.11,7.30,-4.10,0.90,198,27.60,91,261,-4.20,"3.30"
135.000854,35.000851,25.30,972.10,6.30,-4.50,-0.70,81.44,7.30,-3.40,-4.00,129,29.40,133,250,1.10,"-0.70"
135.000854,35.000854,29.70,979.00,40.40,2.50,1.50,82.44,7.40,-2.20,-2.10,151,29.40,110,255,3.20,"-2.90"
135.000854,35.000858,26.60,1008.80,22.40,4.30,3.30,82.22,7.20,0.30,4.80,140,29.00,110,235,-1.50,"2.90"
135.000870,35.000866,29.20,977.60,17.20,3.50,3.60,84.89,7.80,-1.80,-0.20,146,25.80,125,262,2.30,"-3.30"
